blocks,threads,blocks_times_threads,total_time,inst_per_warp,global_hit_rate,local_hit_rate,tex_cache_hit_rate,l2_tex_read_hit_rate,l2_tex_write_hit_rate,gld_efficiency,gst_efficiency,stall_inst_fetch,stall_exec_dependency,stall_memory_dependency,ipc,sm_efficiency,fb_subp0_read_sectors,fb_subp1_read_sectors,fb_subp0_write_sectors,fb_subp1_write_sectors,l2_subp0_write_sector_misses,l2_subp1_write_sector_misses,l2_subp0_read_sector_misses,l2_subp1_read_sector_misses,l2_subp0_read_tex_sector_queries,l2_subp1_read_tex_sector_queries,l2_subp0_write_tex_sector_queries,l2_subp1_write_tex_sector_queries,l2_subp0_read_tex_hit_sectors,l2_subp1_read_tex_hit_sectors,l2_subp0_write_tex_hit_sectors,l2_subp1_write_tex_hit_sectors,l2_subp0_total_read_sector_queries,l2_subp1_total_read_sector_queries,l2_subp0_total_write_sector_queries,l2_subp1_total_write_sector_queries,elapsed_cycles_sm,generic_load,generic_store,global_load,global_store,local_load,local_store
32,1,32,25.585338,8522334.0,0.203,98.80600000000001,28.637999999999998,99.82899999999998,99.94300000000001,12.546999999999999,3.79,16.587,65.184,17.978,0.24627530000000003,39.93,663.3,1139.9,6463.0,9951.6,6514.0,6319.6,721.4,731.3,176053.4,229553.9,10767193.8,10702810.4,175582.2,229833.9,10775190.6,10634431.2,178184.8,233202.5,10729898.0,10687580.2,1514116516.6,2632089.2,17209814.0,50649.1,33.0,6477612.8,4252576.4
64,16,1024,0.31477220000000006,201467.4,2.8280000000000003,97.86,28.72,98.70500000000001,99.391,12.140000000000002,3.79,17.712,60.403999999999996,18.054,0.23067620000000005,75.90599999999999,36.0,35.9,15511.4,12790.7,15402.9,15289.9,50.4,48.2,23304.4,27038.8,1348006.8,1337259.8,23341.8,26995.4,1347671.6,1342326.6,26011.6,29706.9,1353787.6,1342659.0,50179482.4,164834.8,1077766.0,3233.9,33.0,405945.6,269708.8
64,1,64,6.07966,2296503.6,0.29100000000000004,98.71400000000001,28.795000000000005,98.86800000000001,100.055,12.523,3.79,16.48,65.056,18.191,0.2457983,79.61099999999999,2821.3,1609.1,17105.3,8430.6,16827.4,16682.6,2913.9,2892.3,113578.5,147285.9,6886937.0,6835495.2,111993.5,147717.5,6880640.6,6839586.0,116042.0,150606.1,6890200.8,6855807.8,485418404.2,1684961.2,11017054.0,32467.1,33.0,4149702.4,2726549.2
4,64,256,3.4179759999999995,678347.8,5.266,98.73499999999999,28.582000000000004,100.71,99.914,12.366999999999999,3.79,15.619,54.284000000000006,15.648000000000001,0.42659650000000005,4.943,9.2,18.0,531.3,698.3,611.8,589.9,17.2,17.6,19451.6,21313.4,1187467.2,1161833.0,19278.4,21385.4,1190760.8,1158151.4,21085.6,23268.4,1187252.8,1162545.2,191365671.8,71999.2,470764.0,1392.6,33.0,177312.0,116756.0
1,64,64,9.057382,3244966.0,4.275,98.80600000000001,28.737000000000002,100.26899999999999,99.968,12.5,3.79,13.072,56.150999999999996,15.787,0.4390257,1.251,34.4,54.8,60.0,22.0,55.4,57.6,44.0,41.6,19042.6,23735.4,1262356.0,1231213.0,18673.6,24068.0,1262498.0,1230869.0,18980.4,25024.2,1262269.2,1231324.8,788601893.2,76440.0,499800.0,1472.0,33.0,188192.0,123584.0
2,128,256,3.4295919999999995,1057655.0,1.7900000000000003,98.81500000000003,28.691000000000003,99.405,100.051,12.43,3.79,11.457,42.385000000000005,12.849,0.699774,2.498,51.8,48.4,111.5,376.7,120.4,120.0,64.2,61.6,27894.2,31962.6,1753521.6,1713442.6,27808.0,31868.8,1753521.6,1713442.6,28754.8,32857.8,1753562.0,1713471.4,344503340.8,106225.6,694552.0,2050.8,33.0,261561.6,172044.8
2,64,128,8.182218,1179168.0,3.474,98.78600000000002,28.728,99.67699999999999,99.98000000000002,12.445,3.79,15.391,54.60999999999999,15.537,0.42899639999999994,2.497,91.6,18.0,154.4,251.4,142.4,127.0,101.6,98.4,42145.2,56448.2,2923066.4,2825203.4,44906.8,53627.8,2912784.4,2835775.8,46400.2,56185.4,2912468.5,2835849.9,929529363.0,176196.8,1152056.0,3392.4,33.0,433670.4,284783.2
64,32,2048,0.3977524,52339.840000000004,7.351999999999999,94.00699999999999,26.669999999999998,100.352,95.846,12.853,3.79,18.203000000000003,51.028,19.523,0.198061,71.16100000000002,1.2,11.6,15550.1,14668.6,15652.6,15516.7,2.1,2.6,32453.2,35178.4,1830673.6,1819065.0,32371.0,35248.2,1823565.2,1810506.6,35395.4,38076.5,1839339.6,1823781.1,36628569.6,111290.4,727668.0,2204.2,33.0,274156.8,183222.4
80,64,5120,0.10844390000000001,36384.67,2.553,97.079,28.145,103.60499999999999,96.683,12.430000000000001,3.79,12.179999999999998,38.995,15.391000000000002,0.3240093,91.07000000000001,21.9,53.2,84852.4,94852.8,85359.9,84729.4,23.8,24.5,40216.4,43671.6,2056018.4,2049729.8,38457.0,41747.7,2066747.6,2056991.4,40520.2,43962.1,2062824.8,2048957.9,21923489.0,124758.4,815728.0,2559.2,33.0,309126.4,211163.2
32,2,64,6.675255,4277639.0,0.16,98.811,28.755000000000003,99.67299999999999,100.10499999999999,12.358,3.79,16.569,65.266,17.919999999999998,0.24628910000000004,39.94799999999999,904.2,870.2,7383.8,7862.2,7312.1,7330.4,956.5,941.6,132143.2,175081.6,8143195.0,8094861.2,131312.4,175368.1,8137236.1,8122484.6,136838.5,177291.2,8165026.3,8106355.9,1145367277.8,1990206.4,13012888.0,38305.2,33.0,4902777.6,3219090.8
1,256,256,4.412879599999999,597209.3,5.558999999999999,96.00899999999999,28.713,100.28,100.247,12.463999999999999,3.79,5.4030000000000005,33.863,21.972,1.1659919,1.246,5.6,77.2,6.0,101.3,10.4,0.8,6.4,6.4,60112.2,52926.5,1908673.6,2000946.6,59756.0,52808.7,1908299.2,2000537.0,60346.2,53201.9,1907243.6,1999512.8,455979128.6,119813.2,783394.0,2312.1,33.0,296672.0,195086.0
80,128,10240,0.1346866,12546.455555555554,2.195555555555556,97.03222222222222,28.559999999999995,99.43,96.82777777777778,12.063333333333333,3.79,9.404444444444444,25.17777777777778,13.216666666666667,0.4438905555555556,85.11,238.4,219.7,390157.5,406613.4,398671.5,396683.8,249.3,300.8,44618.6,48189.0,2026511.2,2013640.2,41068.0,44523.1,2019659.6,2005947.3,43480.2,47081.5,2036325.6,2023951.9,16287117.6,121685.2,795634.0,2660.1,33.0,301651.2,214577.6
64,128,8192,0.1650529,32805.83,1.7650000000000001,97.514,28.609,116.59400000000001,102.01100000000002,12.254999999999999,3.79,7.406999999999999,30.231,13.265,0.5182910000000001,69.82700000000001,42.8,50.3,188660.6,191934.0,192581.8,189562.6,42.3,58.8,33922.2,36450.7,1549312.8,1538281.8,34759.8,37343.3,1543540.0,1532582.9,34635.0,37274.8,1542443.5,1531508.7,13811211.4,93194.4,609348.0,2048.2,33.0,227782.4,162773.2
32,16,512,1.365361,312894.0,1.952,98.41699999999999,28.699,100.124,99.88000000000001,12.471,3.79,17.283,64.24300000000001,18.137,0.2431299,39.224999999999994,21.4,19.2,8787.0,3804.0,8812.9,8769.6,25.9,22.2,26057.2,30663.5,1576722.4,1564917.0,26448.6,30462.2,1570471.6,1560862.6,29391.6,33254.8,1574194.3,1567562.9,111891982.6,191952.8,1255076.0,3723.4,33.0,473004.8,312052.4
2,2,4,150.804,87379634.0,1.567,98.82600000000002,28.683999999999997,99.973,99.983,12.556000000000001,3.79,18.14,63.842000000000006,17.788999999999998,0.24242950000000002,2.499,200.0,443.2,349.3,391.5,321.8,333.5,224.2,219.8,196369.6,282322.4,13092538.4,12272041.8,193157.4,285178.8,12891838.8,12465686.8,210053.1,288607.0,13042182.3,12307095.9,29012430824.2,3109080.0,20328600.0,59792.0,33.0,7658297.6,5025840.8
32,256,8192,0.1960503,26319.32,1.8849999999999998,93.797,25.104000000000003,102.869,96.75500000000001,12.737,3.79,6.12,27.887,19.581,0.9463289999999999,36.398,227.2,116.2,324499.1,310519.1,320665.8,320391.1,233.7,159.4,89942.2,90622.3,2535515.2,2540300.2,89435.2,90120.8,2497623.2,2502898.9,91849.0,92667.1,2616511.2,2621211.3,22850181.2,156504.4,1023298.0,3265.7,33.0,382713.6,264446.8
1,8,8,69.45325,15311750.0,1.1509999999999998,98.83700000000002,28.71,99.995,99.999,12.5,3.79,15.52,66.041,18.206,0.24880039999999998,1.25,80.2,9.2,169.8,56.4,158.1,158.5,91.4,90.0,21234.5,34876.3,1526834.4,1445702.6,25300.6,30814.4,1433325.9,1539150.5,28773.2,35252.2,1506261.5,1466300.5,6631398457.2,364546.0,2383570.0,7011.5,33.0,897376.0,588934.0
1,4,4,103.78253,26718170.0,0.9650000000000002,98.83600000000001,28.71,99.894,99.997,12.5,3.79,15.553,66.185,18.031,0.24884340000000008,1.25,154.0,164.6,181.6,182.9,176.6,185.6,166.2,159.0,34030.1,44603.6,2140510.6,2025586.4,35829.8,42779.8,2052057.6,2113978.8,36277.1,52554.7,2105347.4,2060789.4,9307560362.4,510926.0,3340670.0,9826.5,33.0,1257696.0,825394.0
8,8,64,12.467977000000001,3169965.0,0.733,98.814,28.548000000000002,100.223,99.75899999999999,12.540000000000003,3.79,18.714000000000002,63.452999999999996,17.601,0.24099719999999997,9.989,114.6,99.2,975.3,1618.1,1114.0,1068.1,143.4,134.4,24611.0,29752.2,1444905.4,1428313.2,22870.1,31449.3,1444061.3,1428321.2,27611.3,33536.1,1446008.0,1424627.7,827822755.4,351837.2,2300474.0,6774.1,33.0,866771.2,569213.6
80,16,1280,0.49379599999999985,132345.88999999998,1.7489999999999999,97.812,28.479999999999997,102.85799999999999,99.225,12.263,3.79,16.695,60.43300000000001,17.651999999999997,0.2314173,95.66500000000002,28.7,36.1,22625.8,19535.8,22867.8,23989.0,35.6,35.3,33380.4,38390.6,1931991.2,1925264.2,33328.0,38184.4,1938549.0,1914495.0,36013.2,41401.4,1940525.6,1935575.0,57637669.2,236412.8,1545776.0,4626.4,33.0,582918.4,386679.2
1,16,16,33.71605,19255353.0,1.6839999999999997,98.83200000000002,28.734,100.0,99.998,12.5,3.79,15.534,66.05499999999998,18.178,0.24878579999999997,1.25,59.8,194.8,47.6,117.2,40.4,49.2,67.0,66.4,57378.6,67073.1,3549720.8,3483134.6,51143.6,73308.3,3461376.0,3571398.6,54823.2,76312.9,3559673.0,3473240.2,7867909170.6,431251.6,2819722.0,8294.3,33.0,1061574.4,696689.2
8,256,2048,0.47332300000000005,98975.62,3.996,93.72200000000001,26.494,97.69500000000002,100.32000000000001,12.440000000000001,3.79,6.5470000000000015,30.643,20.867,1.0594415000000001,9.667,7.8,16.0,3731.3,3899.0,3815.8,3702.8,13.2,9.8,40288.6,40574.8,1206302.4,1208239.4,39984.8,40328.6,1213786.4,1215597.0,43279.6,43661.5,1187178.0,1188844.6,38482394.4,73210.8,478686.0,1471.9,33.0,172243.2,116341.6
16,256,4096,0.1950741,47783.93,2.872,93.639,30.674999999999994,98.941,105.87,12.800999999999998,3.79,6.540000000000001,29.441000000000003,20.561,1.0122309999999999,18.616000000000003,49.0,11.3,25861.5,17795.0,25828.1,26845.5,43.5,49.8,53397.4,52647.8,1520764.0,1523077.0,52024.2,51402.9,1551588.0,1554157.0,54217.0,53640.5,1514509.5,1516839.7,25452001.0,92118.0,602310.0,1899.5,33.0,226848.0,155504.0
64,256,16384,0.1304899,21801.309999999998,1.0290000000000001,93.008,26.020999999999997,89.19,95.761,12.260000000000002,3.79,3.942,18.095000000000002,26.676,0.6548565,72.273,8125.2,8951.1,755354.7,735539.1,749159.0,748908.8,8761.5,7994.6,98983.2,101530.5,2461459.2,2462388.2,84623.2,87873.8,2548441.2,2549936.2,98754.6,101330.8,2632345.0,2633608.6,17728665.6,152276.8,995656.0,3440.4,33.0,368787.2,268619.6
8,128,1024,0.8113761,253121.82,3.4269999999999996,98.039,28.498,96.5,99.897,12.370999999999999,3.79,12.582999999999998,41.403000000000006,13.327000000000002,0.6846221000000001,9.669,2.4,12.4,85.1,978.3,109.3,71.5,1.6,3.6,28009.2,30057.4,1646814.4,1627727.4,27735.0,29749.8,1644671.2,1625589.0,30580.0,32781.8,1645215.8,1626079.4,82863015.8,100214.4,655248.0,1959.2,33.0,246944.0,163700.0
8,64,512,1.0678199999999998,703920.2,3.7630000000000003,98.39700000000002,28.587,102.446,99.604,12.535,3.79,16.28,53.61899999999999,15.852999999999998,0.4222149,9.84,10.4,40.4,101.0,1142.7,192.0,136.8,13.6,12.8,38784.8,42273.3,2352862.4,2314837.8,38832.2,42166.4,2349523.6,2315688.2,41722.6,45069.8,2342502.8,2326776.4,190982588.0,143010.4,935068.0,2766.2,33.0,352352.0,232042.0
64,64,4096,0.257271,59346.76000000001,2.906,97.78899999999999,27.617,98.917,99.24100000000001,13.059000000000001,3.79,11.611999999999998,43.612,16.313,0.35218649999999996,71.24300000000001,20.0,40.9,38739.7,32636.4,39604.5,39148.1,23.9,20.0,26900.2,28847.8,1324172.8,1315681.0,24829.8,27065.2,1324900.4,1316955.0,27697.2,29807.7,1330146.9,1318640.5,16766003.8,80038.4,523328.0,1667.2,33.0,197152.0,136016.0
4,32,128,6.871374,2527462.0,1.876,98.795,28.773000000000003,99.925,100.21699999999998,12.447,3.79,17.742,62.235,17.384000000000004,0.2374727,4.988000000000001,46.8,52.0,546.8,410.1,604.5,598.2,60.8,56.0,24425.6,28791.0,1580178.4,1515208.2,25025.0,28165.8,1560073.2,1537792.6,28246.2,29323.0,1563489.9,1533180.0,453745136.4,94848.0,620160.0,1828.0,33.0,233427.2,153373.6
8,2,16,46.19706000000001,11293350.0,0.196,98.83300000000001,28.570999999999998,99.985,99.892,12.45,3.79,18.657999999999998,63.411,17.707,0.24136339999999995,9.999,166.9,421.3,1029.3,2725.1,1224.3,1202.8,182.1,174.6,87050.8,112848.2,5352731.2,5223889.0,85385.1,114190.4,5340595.3,5244508.7,89996.9,117451.3,5297142.7,5296941.4,3050894209.0,1298143.6,8487862.0,24972.3,33.0,3195142.4,2097207.2
8,1,8,110.99192000000001,17814430.0,0.164,98.83800000000001,28.653000000000002,99.924,99.973,12.395999999999999,3.79,18.684999999999995,63.435,17.657000000000004,0.24137399999999998,9.997,383.4,412.6,2008.8,1774.5,2188.6,2108.0,427.4,424.2,165861.4,204660.0,9907126.6,9712820.0,162848.4,206677.0,9882551.4,9730279.9,165522.0,216501.2,9874641.2,9731365.6,5647546389.4,2403814.4,15717248.0,46235.2,33.0,5925638.4,3889095.2
80,1,80,12.989290000000002,2824181.0,0.07200000000000002,98.80699999999999,28.593,99.70199999999998,99.88399999999999,12.414,3.79,15.808000000000002,65.776,18.159,0.24782739999999998,99.831,3160.8,2680.0,42578.3,33250.7,36064.5,33835.9,3246.4,3228.8,191068.1,250343.9,11683449.0,11647188.8,191240.0,249136.4,11680330.2,11646277.4,196039.2,252172.3,11747902.2,11609890.5,656122054.8,2864513.6,18729512.0,55166.8,33.0,7035910.4,4621455.2
4,1,4,226.13054000000002,48316100.0,0.08200000000000002,98.84000000000002,28.772000000000002,99.79299999999999,100.09100000000001,12.517,3.79,18.145999999999997,63.952,17.68,0.2425966,5.0,32.9,203.4,480.5,1000.8,606.8,593.5,30.2,29.7,200226.4,253822.0,12208279.2,11839842.6,210212.2,243438.3,12249601.9,11815338.5,201414.4,266456.4,12183892.0,11871372.4,13794232617.4,2952357.2,19303874.0,56780.1,33.0,7263110.4,4766603.2
4,128,512,1.5010789999999996,327267.4,3.207,98.723,28.788999999999998,99.237,100.16,12.394000000000002,3.79,11.625000000000004,42.235,12.985,0.6966396,4.9350000000000005,2.6,22.4,227.4,344.6,276.6,271.2,4.2,4.4,33900.2,36394.6,2056014.4,2008927.4,33666.0,36167.6,2054320.0,2007293.8,35786.4,38335.1,2056305.7,2009207.9,202939399.8,124508.8,814096.0,2410.4,33.0,306515.2,201961.6
8,4,32,26.315191000000006,4142018.0,0.6910000000000001,98.80600000000001,28.778999999999996,99.249,99.95499999999998,12.584,3.79,18.759999999999998,63.36900000000001,17.639999999999997,0.2409286,9.991,261.1,373.2,1852.7,2015.5,2092.3,1979.9,263.6,264.5,88454.7,109522.7,5248926.6,5256080.0,84520.0,113592.3,5265731.7,5229534.8,91234.8,115106.1,5313468.5,5177893.7,3026738343.4,1288424.8,8424316.0,24785.4,33.0,3164576.0,2077148.0
8,16,128,5.6706900000000005,1594865.0,5.688999999999999,98.451,28.154000000000003,98.29499999999999,99.42,12.652000000000001,3.79,19.259999999999998,62.448,17.939999999999998,0.2380576,9.857000000000001,10.4,104.0,821.5,1959.8,1079.7,1059.6,15.2,16.8,33212.6,37606.1,2000721.6,1974889.0,33602.6,37164.5,1984822.2,1992601.0,35800.4,40839.9,2007730.3,1979324.9,573910444.4,243729.2,1593614.0,4695.1,33.0,600979.2,394787.6
64,4,256,3.5325249999999997,629549.0,0.341,98.71099999999998,28.684000000000005,98.387,99.917,12.606,3.79,16.475,65.03,18.213,0.2454109,79.478,2589.2,3250.3,18731.1,17793.9,18497.7,18513.5,2600.5,2594.6,67900.7,88544.3,4120959.4,4099733.6,67315.1,88315.6,4122735.9,4093608.1,70596.3,91275.1,4130094.5,4095059.3,291125786.4,1007853.6,6589812.0,19445.8,33.0,2478956.8,1630122.4
80,2,160,4.197856,598231.6,0.4699999999999999,98.58899999999998,28.731,97.61100000000002,99.79199999999999,12.469,3.79,15.98,65.11599999999999,18.592000000000002,0.2459261,98.89599999999999,2454.1,2664.6,23080.1,29790.6,22276.4,22328.9,2517.7,2505.2,88599.1,114558.5,5353297.4,5319244.4,87318.4,114579.1,5344716.2,5315741.0,91120.3,117572.4,5357959.6,5329449.7,300735264.0,1309152.0,8559840.0,25256.0,33.0,3223827.2,2119775.6
